  -361,   200,   636
  1185,   664,   731
  1270,   581,  1074
   651,   521,   795
  -841,    79,   372
  -990,  -125,   534
    77,   370,   526
  1850,   595,  1199
  1030,   551,  1034
    64,   410,   468
 -1265,  -244,   234
  -440,   166,   456
  1052,   739,   815
  1294,   580,  1131
   667,   544,   754
  -659,   -59,   285
  -911,   -61,   453
   -24,   387,   854
  1865,   662,   867
   754,   504,  1145
   -70,   525,   536
 -1228,   -97,   373
  -442,   130,   594
   700,   514,   839
  1419,   530,   952
   717,   514,   920
  -578,   128,   545
  -982,  -136,   441
  -174,   255,   722
  1314,   740,   790
  1149,   604,  1101
   665,   576,   720
  -787,     0,   350
  -912,   -63,   341
  -121,   316,   921
  1553,   682,   823
   964,   517,  1111
   435,   474,   676
  -937,   -35,   287
  -782,   -95,   455
   -28,   325,   919
  1627,   708,   905
   930,   571,  1040
   488,   448,   694
  -850,   -23,   361
  -779,   -20,   584
    54,   428,   884
  1770,   639,   914
   876,   496,  1061
   311,   481,   600
 -1087,    96,   179
  -761,    -8,   467
    30,   332,   905
  1672,   607,   982
   908,   498,   991
   259,   457,   529
 -1251,   -35,   274
  -524,   102,   598
   438,   545,   872
  1557,   612,  1156
   847,   525,   908
  -203,   189,   462
 -1092,  -155,   330
  -348,   198,   554
   867,   727,   759
  1369,   558,  1068
   642,   561,   723
  -882,   -51,   328
 -1010,   -32,   525
   -42,   355,   812
  1681,   735,   822
  1074,   537,  1128
   301,   474,   515
 -1335,  -190,   106
  -831,    35,   356
    67,   380,   908
  1826,   651,   963
  1008,   541,  1086
   428,   486,   562
 -1241,    45,    72
  -912,    30,   384
   -22,   437,   847
  1803,   722,  1024
  1014,   544,  1081
   345,   445,   536
 -1157,    75,   112
  -791,   -16,   438
   101,   375,   891
  1964,   613,  1082
   936,   507,  1070
    40,   373,   374
 -1257,  -277,   138
  -458,   220,   507
   836,   634,   834
  1460,   576,  1127
   682,   517,   668
  -708,    19,   317
  -972,  -130,   550
   -35,   356,   972
  1742,   637,   827
  1033,   462,  1072
   317,   392,   501
 -1155,    30,   287
  -586,    71,   440
   166,   548,   862
  1996,   724,  1021
   928,   610,   957
   -30,   420,   565
 -1207,   -40,   359
  -469,   148,   677
   170,   537,   835
  1754,   683,   682
  1025,   603,   944
   342,   511,   695
 -1028,    37,   351
  -891,   -52,   517
  -119,   332,   750
  1099,   691,   690
  1310,   577,   922
   780,   564,   840
  -475,   267,   541
 -1064,  -164,   505
  -324,   210,   644
   901,   608,   751
  1317,   542,  1015
   700,   554,   845
  -685,   110,   489
  -984,   -43,   341
  -177,   334,   690
  1497,   516,  1117
  1040,   567,  1095
   207,   433,   659
 -1214,  -137,   177
  -832,    58,   425
  -113,   430,   864
  1722,   802,   617
  1159,   637,   942
   738,   542,   811
  -528,   141,   475
 -1125,  -118,   368
  -291,   331,   631
   757,   761,   834
